variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	intercept	notes
EW033_RS09280	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS09285	1.79E-01	1.05E-01	1.24E-01	-6.21E-01	3.98E-01	-2.21E-01		
EW033_RS09290	4.29E-01	8.57E-02	8.29E-02	5.41E-01	3.06E-01	-5.64E-01		
EW033_RS09295	3.57E-02	9.83E-01	9.66E-01	3.63E-02	8.39E-01	-3.33E-01		
EW033_RS09300	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS09310	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS09315	1.43E-01	4.78E-01	5.31E-01	2.80E-01	4.43E-01	-3.72E-01		
EW033_RS09320	6.43E-01	4.85E-01	5.02E-01	2.19E-01	3.24E-01	-4.72E-01		
EW033_RS09325	4.64E-01	9.42E-03	9.48E-03	7.89E-01	2.93E-01	-6.98E-01		
EW033_RS09335	5.18E-01	1.89E-02	1.90E-02	7.16E-01	2.96E-01	-7.03E-01		
EW033_RS09340	3.57E-01	1.54E-01	1.76E-01	4.38E-01	3.19E-01	-4.88E-01		
EW033_RS09350	4.29E-01	4.83E-02	4.91E-02	6.11E-01	3.04E-01	-5.94E-01		
EW033_RS09355	3.57E-02	7.72E-01	8.38E-01	1.73E-01	8.39E-01	-3.38E-01		
EW033_RS09360	2.50E-01	5.80E-01	6.12E-01	1.83E-01	3.59E-01	-3.78E-01		
EW033_RS09370	2.50E-01	5.80E-01	6.12E-01	1.83E-01	3.59E-01	-3.78E-01		
EW033_RS09375	3.57E-02	7.72E-01	8.38E-01	1.73E-01	8.39E-01	-3.38E-01		
EW033_RS09380	4.64E-01	9.42E-03	9.48E-03	7.89E-01	2.93E-01	-6.98E-01		
EW033_RS09385	8.93E-02	7.12E-01	6.80E-01	-2.26E-01	5.45E-01	-3.12E-01		
EW033_RS09390	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS09395	4.64E-01	1.05E-01	1.07E-01	5.00E-01	3.05E-01	-5.64E-01		
EW033_RS09400	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS09410	7.14E-02	2.96E-01	2.62E-01	6.77E-01	5.98E-01	-3.80E-01		
EW033_RS09415	3.57E-02	8.88E-01	8.05E-01	2.08E-01	8.39E-01	-3.39E-01		
EW033_RS09420	1.07E-01	8.76E-01	8.82E-01	7.50E-02	5.03E-01	-3.40E-01		
EW033_RS09425	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS09430	3.93E-01	4.52E-02	4.80E-02	6.22E-01	3.07E-01	-5.76E-01		
EW033_RS09435	4.46E-01	9.92E-01	9.92E-01	-3.16E-03	3.13E-01	-3.30E-01		
EW033_RS09445	4.29E-01	2.60E-02	2.54E-02	6.91E-01	3.00E-01	-6.28E-01		
EW033_RS09450	4.82E-01	3.45E-02	3.40E-02	6.50E-01	2.99E-01	-6.45E-01		
EW033_RS09455	4.64E-01	9.42E-03	9.48E-03	7.89E-01	2.93E-01	-6.98E-01		
EW033_RS09460	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS09465	5.36E-01	2.73E-02	2.80E-02	6.74E-01	2.98E-01	-6.93E-01		
EW033_RS09470	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS09475	2.86E-01	1.94E-01	2.08E-01	4.33E-01	3.40E-01	-4.56E-01		
EW033_RS09480	2.14E-01	9.04E-01	9.10E-01	4.30E-02	3.79E-01	-3.41E-01		
EW033_RS09490	3.57E-02	2.16E-01	3.49E-01	7.86E-01	8.32E-01	-3.60E-01		
EW033_RS09495	2.86E-01	3.00E-01	2.86E-01	-3.67E-01	3.41E-01	-2.27E-01		
EW033_RS09505	4.29E-01	4.67E-02	5.09E-02	6.06E-01	3.04E-01	-5.92E-01		
EW033_RS09510	4.64E-01	1.05E-01	1.07E-01	5.00E-01	3.05E-01	-5.64E-01		
EW033_RS09515	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS09520	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS09525	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS09530	3.57E-01	1.57E-01	1.70E-01	4.44E-01	3.19E-01	-4.91E-01		
EW033_RS09535	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS09540	3.57E-02	7.72E-01	8.38E-01	1.73E-01	8.39E-01	-3.38E-01		
EW033_RS09545	1.07E-01	2.98E-02	1.38E-01	7.42E-01	4.93E-01	-4.11E-01		
EW033_RS09550	1.07E-01	9.99E-01	9.99E-01	8.00E-04	5.04E-01	-3.32E-01		
EW033_RS09555	1.25E-01	6.06E-01	6.34E-01	2.25E-01	4.70E-01	-3.60E-01		
EW033_RS09560	2.86E-01	6.94E-02	5.94E-02	6.42E-01	3.33E-01	-5.15E-01		
EW033_RS09565	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS09570	2.14E-01	6.86E-02	1.18E-01	5.90E-01	3.71E-01	-4.58E-01		
EW033_RS09575	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS09580	5.36E-01	6.52E-02	6.40E-02	5.72E-01	3.02E-01	-6.38E-01		
EW033_RS09585	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS09590	4.29E-01	8.57E-02	8.29E-02	5.41E-01	3.06E-01	-5.64E-01		
EW033_RS09595	1.79E-01	4.40E-01	4.73E-01	2.92E-01	4.05E-01	-3.84E-01		
EW033_RS09605	3.04E-01	1.60E-01	1.58E-01	4.76E-01	3.32E-01	-4.76E-01		
EW033_RS09610	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS09615	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS09625	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS09635	4.82E-01	8.25E-01	8.25E-01	6.92E-02	3.12E-01	-3.65E-01		
EW033_RS09640	1.79E-01	4.73E-01	3.89E-01	3.51E-01	4.04E-01	-3.95E-01		
EW033_RS09650	3.57E-01	8.93E-02	9.10E-02	5.45E-01	3.16E-01	-5.26E-01		
EW033_RS09655	1.07E-01	4.02E-01	3.08E-01	5.13E-01	4.99E-01	-3.87E-01		
EW033_RS09660	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS09665	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS09670	7.14E-02	5.32E-01	4.81E-01	4.27E-01	6.02E-01	-3.62E-01		
EW033_RS09675	3.75E-01	3.59E-01	3.70E-01	2.89E-01	3.19E-01	-4.40E-01		
EW033_RS09680	2.14E-01	6.62E-02	5.47E-02	7.20E-01	3.67E-01	-4.86E-01		
EW033_RS09690	4.64E-01	1.21E-02	1.20E-02	7.65E-01	2.94E-01	-6.87E-01		
EW033_RS09695	4.29E-01	4.83E-02	4.91E-02	6.11E-01	3.04E-01	-5.94E-01		
EW033_RS09700	4.29E-01	4.83E-02	4.91E-02	6.11E-01	3.04E-01	-5.94E-01		
EW033_RS09705	5.00E-01	1.24E-01	1.24E-01	4.77E-01	3.05E-01	-5.70E-01		
EW033_RS09715	1.79E-01	3.57E-01	3.57E-01	3.75E-01	4.03E-01	-3.99E-01		
EW033_RS09720	6.07E-01	7.38E-02	7.32E-02	5.65E-01	3.09E-01	-6.75E-01		
EW033_RS09725	3.21E-01	4.35E-01	4.39E-01	2.58E-01	3.32E-01	-4.15E-01		
EW033_RS09730	1.79E-01	2.53E-02	7.46E-02	7.18E-01	3.95E-01	-4.60E-01		
EW033_RS09735	2.14E-01	9.04E-01	9.10E-01	4.30E-02	3.79E-01	-3.41E-01		
EW033_RS09750	2.50E-01	2.26E-01	2.22E-01	4.38E-01	3.55E-01	-4.41E-01		
EW033_RS09760	2.50E-01	1.88E-01	1.49E-01	5.17E-01	3.53E-01	-4.61E-01		
EW033_RS09765	2.50E-01	2.01E-02	1.93E-02	8.24E-01	3.42E-01	-5.38E-01		
EW033_RS09770	2.50E-01	6.48E-02	4.88E-02	6.99E-01	3.47E-01	-5.07E-01		
EW033_RS09775	5.36E-01	4.15E-02	4.21E-02	6.25E-01	3.00E-01	-6.67E-01		
EW033_RS09780	3.21E-01	7.75E-02	6.58E-02	6.07E-01	3.23E-01	-5.27E-01		
EW033_RS09785	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS09790	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS09795	3.57E-01	1.47E-02	1.99E-02	7.41E-01	3.09E-01	-5.97E-01		
EW033_RS09800	2.86E-01	5.95E-01	6.14E-01	1.74E-01	3.44E-01	-3.82E-01		
EW033_RS09840	2.50E-01	2.65E-01	2.29E-01	-4.32E-01	3.55E-01	-2.24E-01		
EW033_RS09845	2.86E-01	4.23E-01	4.34E-01	2.70E-01	3.43E-01	-4.09E-01		
EW033_RS09850	2.86E-01	2.88E-01	2.71E-01	3.79E-01	3.41E-01	-4.40E-01		
EW033_RS09855	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS09865	7.68E-01	3.40E-02	5.53E-02	6.98E-01	3.56E-01	-8.68E-01		
EW033_RS09870	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS09875	3.21E-01	2.39E-01	2.58E-01	3.77E-01	3.29E-01	-4.53E-01		
EW033_RS09880	3.75E-01	1.93E-01	1.92E-01	4.18E-01	3.17E-01	-4.89E-01		
EW033_RS09890	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS09895	4.29E-01	8.57E-02	8.29E-02	5.41E-01	3.06E-01	-5.64E-01		
EW033_RS09900	1.07E-01	9.99E-01	9.99E-01	8.00E-04	5.04E-01	-3.32E-01		
EW033_RS09905	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS09910	5.36E-01	2.33E-02	2.32E-02	6.95E-01	2.98E-01	-7.04E-01		
EW033_RS09915	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS09920	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS09925	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS09930	5.18E-01	1.53E-02	1.53E-02	7.39E-01	2.95E-01	-7.14E-01		
EW033_RS09935	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS09940	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS09965	1.07E-01	2.98E-01	2.98E-01	5.24E-01	4.98E-01	-3.88E-01		
EW033_RS09985	7.14E-02	9.80E-01	9.76E-01	1.84E-02	6.05E-01	-3.33E-01		
EW033_RS09990	7.14E-02	9.80E-01	9.76E-01	1.84E-02	6.05E-01	-3.33E-01		
EW033_RS10200	1.07E-01	8.76E-01	8.82E-01	7.50E-02	5.03E-01	-3.40E-01		
EW033_RS10205	4.29E-01	4.63E-02	4.69E-02	6.17E-01	3.03E-01	-5.96E-01		
EW033_RS10210	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS10215	2.14E-01	6.86E-02	1.18E-01	5.90E-01	3.71E-01	-4.58E-01		
EW033_RS10220	2.50E-01	5.80E-01	6.12E-01	1.83E-01	3.59E-01	-3.78E-01		
EW033_RS10230	2.50E-01	5.80E-01	6.12E-01	1.83E-01	3.59E-01	-3.78E-01		
EW033_RS10235	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS10240	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS10245	7.14E-02	1.09E-02	1.02E-01	9.81E-01	5.90E-01	-4.02E-01		
EW033_RS10250	2.50E-01	1.69E-01	1.81E-01	-4.80E-01	3.54E-01	-2.12E-01		
EW033_RS10255	4.29E-01	4.67E-02	5.09E-02	6.06E-01	3.04E-01	-5.92E-01		
EW033_RS10260	1.79E-01	4.73E-01	3.89E-01	3.51E-01	4.04E-01	-3.95E-01		
EW033_RS10265	2.50E-01	5.80E-01	6.12E-01	1.83E-01	3.59E-01	-3.78E-01		
EW033_RS10270	3.21E-01	4.69E-01	4.50E-01	-2.52E-01	3.32E-01	-2.51E-01		
EW033_RS10275	5.18E-01	4.03E-03	4.06E-03	8.66E-01	2.89E-01	-7.80E-01		
EW033_RS10280	1.07E-01	4.55E-01	2.97E-01	5.25E-01	4.98E-01	-3.88E-01		
EW033_RS10285	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS10290	3.57E-01	2.61E-01	2.57E-01	3.68E-01	3.21E-01	-4.63E-01		
EW033_RS10300	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS10310	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS10315	3.04E-01	2.41E-01	2.32E-01	4.04E-01	3.34E-01	-4.54E-01		
EW033_RS10320	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS10325	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS10330	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS10345	1.79E-01	9.83E-01	9.83E-01	8.84E-03	4.07E-01	-3.33E-01		
EW033_RS10350	1.07E-01	2.41E-02	1.25E-01	7.68E-01	4.93E-01	-4.14E-01		
EW033_RS10355	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS10360	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS10365	3.57E-02	6.82E-02	1.60E-01	1.17E+00	8.24E-01	-3.74E-01		
EW033_RS10370	4.64E-01	9.42E-03	9.48E-03	7.89E-01	2.93E-01	-6.98E-01		
EW033_RS10375	3.21E-01	2.52E-01	2.51E-01	3.82E-01	3.29E-01	-4.55E-01		
EW033_RS10550	3.21E-01	6.70E-01	6.50E-01	-1.52E-01	3.33E-01	-2.83E-01		
EW033_RS10555	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS10560	1.07E-01	2.98E-02	1.38E-01	7.42E-01	4.93E-01	-4.11E-01		
EW033_RS10565	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS10570	1.07E-01	4.21E-01	3.88E-01	4.36E-01	5.00E-01	-3.79E-01		
EW033_RS10575	3.93E-01	8.28E-03	7.59E-03	8.28E-01	2.98E-01	-6.57E-01		
EW033_RS10580	3.21E-01	1.11E-01	1.03E-01	5.40E-01	3.25E-01	-5.05E-01		
EW033_RS10585	1.43E-01	8.78E-01	8.78E-01	6.88E-02	4.45E-01	-3.42E-01		
EW033_RS10590	4.64E-01	4.04E-02	4.02E-02	6.31E-01	3.00E-01	-6.25E-01		
EW033_RS10595	2.14E-01	6.86E-02	1.18E-01	5.90E-01	3.71E-01	-4.58E-01		
EW033_RS10600	3.57E-01	6.96E-03	6.80E-03	8.54E-01	3.04E-01	-6.37E-01		
EW033_RS10605	4.64E-01	9.42E-03	9.48E-03	7.89E-01	2.93E-01	-6.98E-01		
EW033_RS10610	2.86E-01	5.95E-01	6.14E-01	1.74E-01	3.44E-01	-3.82E-01		
EW033_RS10620	4.64E-01	9.42E-03	9.48E-03	7.89E-01	2.93E-01	-6.98E-01		
EW033_RS10625	2.14E-01	4.84E-01	4.32E-01	2.99E-01	3.77E-01	-3.96E-01		
EW033_RS10630	1.43E-01	1.58E-01	1.30E-01	6.70E-01	4.36E-01	-4.28E-01		
EW033_RS10635	2.50E-01	2.65E-01	2.29E-01	-4.32E-01	3.55E-01	-2.24E-01		
EW033_RS10640	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS10645	3.57E-02	2.16E-01	3.49E-01	7.86E-01	8.32E-01	-3.60E-01		
EW033_RS10650	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS10655	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS10660	1.07E-01	3.50E-01	2.54E-01	5.74E-01	4.97E-01	-3.93E-01		
EW033_RS10665	1.07E-01	2.25E-01	1.99E-01	6.45E-01	4.96E-01	-4.01E-01		
EW033_RS10670	3.21E-01	3.75E-02	3.67E-02	6.86E-01	3.20E-01	-5.52E-01		
EW033_RS10675	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS10680	1.07E-01	4.21E-01	3.88E-01	4.36E-01	5.00E-01	-3.79E-01		
EW033_RS10690	8.93E-02	9.31E-01	9.29E-01	-4.87E-02	5.46E-01	-3.28E-01		
EW033_RS10695	7.14E-02	9.80E-01	9.76E-01	1.84E-02	6.05E-01	-3.33E-01		
EW033_RS10705	1.79E-01	3.57E-01	3.57E-01	3.75E-01	4.03E-01	-3.99E-01		
EW033_RS10715	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS10720	1.07E-01	9.65E-01	9.59E-01	2.58E-02	5.04E-01	-3.35E-01		
EW033_RS10725	5.71E-01	5.76E-01	5.79E-01	1.75E-01	3.14E-01	-4.32E-01		
EW033_RS10730	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS10735	1.07E-01	8.76E-01	8.82E-01	7.50E-02	5.03E-01	-3.40E-01		
EW033_RS10740	7.14E-02	9.80E-01	9.76E-01	1.84E-02	6.05E-01	-3.33E-01		
EW033_RS10745	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS10750	3.57E-01	2.08E-02	1.98E-02	7.42E-01	3.09E-01	-5.97E-01		
EW033_RS10755	2.50E-01	6.52E-01	6.75E-01	1.52E-01	3.59E-01	-3.70E-01		
EW033_RS10760	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS10765	1.61E-01	6.83E-01	7.21E-01	1.52E-01	4.24E-01	-3.56E-01		
EW033_RS10775	1.07E-01	8.76E-01	8.82E-01	7.50E-02	5.03E-01	-3.40E-01		
EW033_RS10780	3.57E-02	7.72E-01	8.38E-01	1.73E-01	8.39E-01	-3.38E-01		
EW033_RS10785	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS10795	7.86E-01	1.16E-01	1.48E-01	5.47E-01	3.72E-01	-7.61E-01		
EW033_RS10805	2.86E-01	2.19E-02	3.35E-02	7.21E-01	3.30E-01	-5.38E-01		
EW033_RS10810	6.79E-01	3.59E-01	3.37E-01	3.21E-01	3.31E-01	-5.49E-01		
EW033_RS10815	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS10825	2.86E-01	5.21E-01	5.30E-01	2.17E-01	3.43E-01	-3.94E-01		
EW033_RS10830	1.79E-01	4.25E-01	4.37E-01	3.17E-01	4.04E-01	-3.88E-01		
EW033_RS10835	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS10840	1.25E-01	8.06E-01	7.93E-01	1.24E-01	4.71E-01	-3.47E-01		
EW033_RS10845	3.93E-01	3.11E-01	3.13E-01	3.22E-01	3.16E-01	-4.58E-01		
EW033_RS10850	7.14E-02	9.80E-01	9.76E-01	1.84E-02	6.05E-01	-3.33E-01		
EW033_RS10855	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS10860	4.11E-01	1.22E-01	1.21E-01	4.88E-01	3.10E-01	-5.32E-01		
EW033_RS10865	2.32E-01	3.69E-01	3.47E-01	3.47E-01	3.66E-01	-4.12E-01		
EW033_RS10870	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS10875	1.25E-01	7.49E-01	7.78E-01	1.33E-01	4.71E-01	-3.49E-01		
EW033_RS10880	3.93E-01	4.30E-01	4.31E-01	2.52E-01	3.17E-01	-4.31E-01		
EW033_RS10885	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS10895	3.57E-02	2.16E-01	3.49E-01	7.86E-01	8.32E-01	-3.60E-01		
EW033_RS10900	2.50E-01	4.88E-03	3.73E-03	1.01E+00	3.32E-01	-5.84E-01		
EW033_RS10905	4.64E-01	9.42E-03	9.48E-03	7.89E-01	2.93E-01	-6.98E-01		
EW033_RS10910	4.46E-01	6.78E-01	6.71E-01	1.33E-01	3.13E-01	-3.91E-01		
EW033_RS10915	7.14E-02	9.80E-01	9.76E-01	1.84E-02	6.05E-01	-3.33E-01		
EW033_RS10930	4.64E-01	1.30E-02	1.35E-02	7.54E-01	2.95E-01	-6.82E-01		
EW033_RS10935	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS10940	2.50E-01	5.80E-01	6.12E-01	1.83E-01	3.59E-01	-3.78E-01		
EW033_RS10945	7.14E-02	9.80E-01	9.76E-01	1.84E-02	6.05E-01	-3.33E-01		
EW033_RS10950	1.07E-01	9.99E-01	9.99E-01	8.00E-04	5.04E-01	-3.32E-01		
EW033_RS10955	3.57E-01	2.53E-01	2.63E-01	3.63E-01	3.21E-01	-4.62E-01		
EW033_RS10960	1.43E-01	1.55E-01	7.26E-02	7.91E-01	4.32E-01	-4.45E-01		
EW033_RS10965	3.21E-01	9.53E-02	9.25E-02	5.56E-01	3.25E-01	-5.11E-01		
EW033_RS10970	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS10975	1.79E-01	4.70E-01	4.12E-01	3.34E-01	4.04E-01	-3.92E-01		
EW033_RS10980	1.61E-01	7.41E-01	7.49E-01	1.36E-01	4.24E-01	-3.54E-01		
EW033_RS10990	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS10995	3.93E-01	5.81E-02	5.58E-02	6.02E-01	3.08E-01	-5.69E-01		
EW033_RS11000	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS11005	2.86E-01	2.67E-01	3.04E-01	3.54E-01	3.41E-01	-4.33E-01		
EW033_RS11015	1.43E-01	2.54E-02	3.53E-02	9.22E-01	4.27E-01	-4.64E-01		
EW033_RS11025	4.29E-01	4.83E-02	4.91E-02	6.11E-01	3.04E-01	-5.94E-01		
EW033_RS11030	4.46E-01	1.69E-01	1.76E-01	4.22E-01	3.08E-01	-5.20E-01		
EW033_RS11035	1.96E-01	3.07E-01	2.16E-01	4.84E-01	3.86E-01	-4.27E-01		
EW033_RS11040	5.36E-01	2.33E-02	2.32E-02	6.95E-01	2.98E-01	-7.04E-01		
EW033_RS11045	5.36E-01	2.33E-02	2.32E-02	6.95E-01	2.98E-01	-7.04E-01		
EW033_RS11050	1.07E-01	4.02E-01	3.08E-01	5.13E-01	4.99E-01	-3.87E-01		
EW033_RS11060	5.36E-01	2.33E-02	2.32E-02	6.95E-01	2.98E-01	-7.04E-01		
EW033_RS11065	5.36E-01	2.33E-02	2.32E-02	6.95E-01	2.98E-01	-7.04E-01		
EW033_RS11090	5.36E-01	2.33E-02	2.32E-02	6.95E-01	2.98E-01	-7.04E-01		
EW033_RS11095	1.96E-01	9.79E-01	9.80E-01	-9.64E-03	3.92E-01	-3.30E-01		
EW033_RS11100	5.36E-01	2.33E-02	2.32E-02	6.95E-01	2.98E-01	-7.04E-01		
EW033_RS11180	5.18E-01	8.07E-02	7.94E-02	5.41E-01	3.03E-01	-6.12E-01		
EW033_RS11295	4.29E-01	7.14E-02	6.89E-02	5.66E-01	3.05E-01	-5.75E-01		
EW033_RS11365	7.50E-01	1.53E-01	2.00E-01	4.59E-01	3.54E-01	-6.76E-01		
EW033_RS11370	1.07E-01	8.76E-01	8.82E-01	7.50E-02	5.03E-01	-3.40E-01		
EW033_RS11375	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS11380	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS11385	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS11400	3.93E-01	4.52E-02	4.80E-02	6.22E-01	3.07E-01	-5.76E-01		
EW033_RS11435	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS11440	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS11445	3.04E-01	3.21E-01	3.13E-01	3.41E-01	3.36E-01	-4.36E-01		
EW033_RS11450	4.29E-01	3.75E-02	3.86E-02	6.41E-01	3.02E-01	-6.07E-01		
EW033_RS11455	1.25E-01	1.54E-01	1.75E-01	6.36E-01	4.63E-01	-4.11E-01		
EW033_RS11460	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS11465	3.57E-02	9.83E-01	9.66E-01	3.63E-02	8.39E-01	-3.33E-01		
EW033_RS11470	2.14E-01	9.04E-01	9.10E-01	4.30E-02	3.79E-01	-3.41E-01		
EW033_RS11480	5.18E-01	1.70E-02	1.70E-02	7.28E-01	2.96E-01	-7.09E-01		
EW033_RS11485	2.68E-01	2.97E-01	1.93E-01	-4.56E-01	3.46E-01	-2.10E-01		
EW033_RS11490	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS11495	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS11500	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS11505	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS11510	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS11515	1.43E-01	9.97E-02	1.36E-01	6.60E-01	4.36E-01	-4.26E-01		
EW033_RS11520	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS12265	2.50E-01	2.31E-01	2.09E-01	4.51E-01	3.54E-01	-4.45E-01		
EW033_RS12275	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS12280	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS12285	5.18E-01	5.59E-03	5.60E-03	8.37E-01	2.90E-01	-7.65E-01		
EW033_RS12290	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
